avg_bpm,rmssd,sdnn,gsr_avg,mean_absolute_derivative,std_gsr,stress
71.2871287128713,0.046690470119715,0.0462313025268955,9339.12903225806,8.68875096227868,552.346094926986,0
88.7573964497041,0.012,0.00848528137423858,8033.69606164384,10.2142066481628,438.87837219385,0
84.9056603773585,0.061400325732035,0.0534540300944029,8002.00363372093,7.39793115048217,410.890078377813,0
84.9056603773585,0.061400325732035,0.0534540300944029,7980.09634760705,7.80549485236986,386.542360706807,0
81.190798376184,0.063676264547056,0.0780170921443927,7962.94487750557,5.00764616243132,365.678889280788,0
80.2139037433155,0.0609672042987047,0.0704982269280582,7953.92280876494,6.37404997696914,345.405602998631,0
80.2139037433155,0.0609672042987047,0.0704982269280582,7954.59431407942,5.89840832876481,327.117927338126,0
81.5032827711116,0.072549293587188,0.0693986070945712,7961.63572607261,5.52595772097778,311.908191912269,0
82.807570977918,0.0668343723942503,0.0703890548851101,7970.55813069909,5.19437507030678,301.460012042333,0
82.807570977918,0.0668343723942503,0.0703890548851101,7974.8470464135,4.91208030612028,292.202808521896,0
83.2899531494014,0.0633550088221692,0.0662396892245988,7970.87057667104,4.65581372994383,284.389424512993,0
80.3093396787626,0.112359356530731,0.101353890458685,7960.61182598039,4.41695780010919,279.696706118898,0
80.3093396787626,0.112359356530731,0.101353890458685,7949.07278481013,4.22602718972205,274.744317251582,0
80.3093396787626,0.112359356530731,0.101353890458685,7939.69625407166,4.08605082710342,269.200467728051,0
76.6773162939297,0.115756929238239,0.147156190642611,7932.51052361396,3.92422335563999,263.658365235017,0
76.6773162939297,0.115756929238239,0.147156190642611,7926.0421539961,3.8373453077291,258.845249290955,0
74.6944318696243,0.113444700184716,0.155679215638499,7901.49738095238,3.73428457325586,244.755706361899,0
74.3034055727554,0.118070087043863,0.149154892035702,7866.73236415634,3.64146536568973,235.933098506573,0
73.1707317073171,0.12377479549569,0.149697695373042,7838.17333333333,3.65725684843858,233.215446357743,0
73.0735163861825,0.130922114251184,0.148631392744235,7817.24404194471,3.14351291658031,237.672706183919,0
73.1058927780239,0.131027478034189,0.148779091883968,7805.50095238095,3.54429288397914,243.866243952641,0
73.1058927780239,0.131027478034189,0.148779091883968,7799.61963775024,3.57391530085317,242.742655069211,0
73.6936132201876,0.129991538186145,0.149621400997196,7787.30505243089,2.79330831440768,252.961630173549,0
73.4214390602056,0.132299743847909,0.157361438167749,7739.73021925643,2.96568793860028,335.646543031432,0
73.1626205520452,0.128356534699251,0.14959375290797,7646.34604385129,3.73051395029533,519.838944932765,0
71.6534578221692,0.128294193165552,0.14220638011515,7516.29389312977,3.77875593702326,731.791283758648,0
70.1262272089761,0.134700490801712,0.135664782951705,7362.6701620591,3.7570708553533,918.552851944108,0
68.2749203459263,0.10194442930669,0.123698378683348,7199.8819047619,3.74230723399575,1060.48250026813,0
68.2749203459263,0.10194442930669,0.123698378683348,7035.94476190476,3.74373716726553,1163.5103150887,0
69.164265129683,0.0940206833036694,0.120474294169153,6875.22285714286,3.73048514680426,1233.85572535425,0
70.2202361953399,0.0974345934460651,0.122207498654022,6732.4019047619,3.197176909522,1271.93195463537,0
72.3065798987708,0.0982259300456521,0.095733194057466,6605.60438512869,3.46595155996993,1284.57895032053,0
72.8557235898002,0.0939169846193967,0.0931593941976477,6491.82554814109,3.50280685043328,1275.44881734439,0
74.4920993227991,0.0813363387422867,0.0694123384368567,6389.28380952381,3.5026930687679,1249.34483901507,0
74.4920993227991,0.0813363387422867,0.0694123384368567,6288.57483317445,3.4834053381602,1211.24209544893,0
74.3913435527502,0.0659332996292465,0.070339695245805,6180.41904761905,3.73591479129667,1168.33786099519,0
74.3913435527502,0.0659332996292465,0.070339695245805,6065.15076335878,3.38553644009885,1125.3634707017,0
73.8337621657904,0.0704251375575512,0.0620294651391945,5947.33365109628,3.37019352611728,1076.4951541379,0
74.7818861653511,0.070569759168435,0.0690774707824264,5828.48903717826,3.35538788010934,1014.34206808557,0
75.4796100220149,0.0706958916126609,0.0777951369516973,5712.5881792183,3.30462206076647,934.261168345187,0
75.2136752136752,0.0691028219394838,0.0809507145232096,5593.90076335878,3.05097860697368,824.164046382809,0
76.7085076708508,0.0688745235918188,0.0863583443354702,5477.1105815062,3.23255964083907,669.386707170777,0
76.7085076708508,0.0688745235918188,0.0863583443354702,5371.77333333333,3.10737453984174,474.06347901323,0
75.8446334176052,0.112547767636679,0.0999664489170787,5297.48999046711,2.71236571076076,339.763862416804,0
75.8446334176052,0.112547767636679,0.0999664489170787,5252.49475691134,2.70498424392528,326.181033542953,0
75.187969924812,0.110544561150696,0.111907997926868,5217.46666666667,2.31800339513568,367.543128691604,0
